-39892,
-39845+1877i,
-39704+3749.1i,
-39469+5611.3i,
-39141+7458.8i,
-38720+9286.8i,
-38209+11090i,
-37608+12865i,
-36920+14606i,
-36145+16308i,
-35287+17968i,
-34347+19581i,
-33329+21144i,
-32235+22650i,
-31068+24099i,
-29832+25484i,
-28529+26803i,
-27164+28054i,
-25740+29231i,
-24262+30334i,
-22733+31358i,
-21157+32302i,
-19539+33164i,
-17884+33941i,
-16196+34631i,
-14479+35234i,
-12739+35749i,
-10979+36173i,
-9205.7+36507i,
-7422.6+36750i,
-5634.8+36902i,
-3847.3+36962i,
-2064.7+36932i,
-291.84+36812i,
1466.6+36603i,
3206+36306i,
4921.8+35922i,
6609.6+35452i,
8264.9+34900i,
9883.5+34266i,
11461+33553i,
12994+32764i,
14478+31901i,
15910+30967i,
17287+29966i,
18604+28900i,
19858+27773i,
21048+26588i,
22170+25350i,
23221+24062i,
24199+22728i,
25103+21352i,
25930+19939i,
26679+18492i,
27348+17017i,
27937+15516i,
28444+13996i,
28869+12460i,
29211+10913i,
29471+9358.9i,
29648+7802.7i,
29743+6248.7i,
29756+4701.1i,
29688+3164.5i,
29541+1643i,
29315+140.86i,
29013-1337.9i,
28635-2789.2i,
28184-4209.2i,
27662-5594.2i,
27071-6940.5i,
26414-8244.7i,
25694-9503.5i,
24913-10714i,
24074-11872i,
23181-12977i,
22237-14024i,
21245-15013i,
20209-15939i,
19133-16803i,
18020-17601i,
16873-18332i,
15698-18995i,
14498-19589i,
13277-20113i,
12038-20567i,
10786-20949i,
9525.5-21259i,
8259.5-21499i,
6992.3-21667i,
5727.9-21765i,
4470.1-21792i,
3222.7-21751i,
1989.4-21641i,
774.08-21465i,
-419.89-21224i,
-1589-20919i,
-2729.9-20552i,
-3839.4-20126i,
-4914.4-19643i,
-5952-19104i,
-6949.4-18513i,
-7903.9-17873i,
-8813.2-17185i,
-9674.9-16453i,
-10487-15680i,
-11247-14869i,
-11955-14023i,
-12607-13146i,
-13203-12241i,
-13742-11310i,
-14223-10359i,
-14644-9389.8i,
-15006-8406.2i,
-15308-7411.8i,
-15551-6410.1i,
-15733-5404.5i,
-15856-4398.6i,
-15919-3395.6i,
-15924-2398.9i,
-15872-1412i,
-15763-437.88i,
-15598+520.17i,
-15379+1459.1i,
-15108+2376.1i,
-14786+3268.1i,
-14415+4132.6i,
-13997+4966.8i,
-13534+5768.3i,
-13028+6534.8i,
-12483+7264.2i,
-11899+7954.3i,
-11281+8603.4i,
-10630+9209.6i,
-9949.3+9771.6i,
-9241.9+10288i,
-8510.6+10757i,
-7758.2+11179i,
-6987.8+11551i,
-6202.3+11875i,
-5404.8+12148i,
-4598.3+12371i,
-3785.8+12544i,
-2970.4+12667i,
-2154.9+12740i,
-1342.5+12763i,
-535.88+12737i,
262+12662i,
1048.4+12541i,
1820.5+12373i,
2575.8+12159i,
3311.8+11902i,
4025.8+11603i,
4715.7+11263i,
5379.2+10885i,
6014.2+10469i,
6618.7+10018i,
7190.9+9534.2i,
7729+9019.7i,
8231.5+8476.7i,
8696.9+7907.6i,
9123.9+7314.8i,
9511.6+6700.7i,
9858.7+6067.9i,
10165+5419i,
10429+4756.5i,
10650+4083i,
10829+3401.3i,
10965+2713.8i,
11058+2023.3i,
11108+1332.3i,
11116+643.49i,
11082-40.683i,
11006-717.69i,
10889-1385.1i,
10733-2040.4i,
10537-2681.5i,
10304-3306i,
10035-3911.7i,
9729.9-4496.7i,
9391.7-5058.8i,
9021.5-5596.4i,
8621.2-6107.5i,
8192.4-6590.6i,
7737.1-7044.1i,
7257.3-7466.7i,
6755-7857i,
6232.3-8213.9i,
5691.3-8536.5i,
5134.4-8823.8i,
4563.7-9075.1i,
3981.5-9289.8i,
3390.2-9467.5i,
2792-9607.9i,
2189.2-9710.7i,
1584.2-9776i,
979.21-9804i,
376.57-9794.7i,
-221.5-9748.7i,
-812.79-9666.4i,
-1395.1-9548.6i,
-1966.4-9395.9i,
-2524.6-9209.3i,
-3067.8-8989.7i,
-3593.9-8738.4i,
-4101.2-8456.6i,
-4588-8145.6i,
-5052.6-7806.8i,
-5493.5-7441.9i,
-5909.1-7052.3i,
-6298.2-6639.8i,
-6659.6-6206.2i,
-6992.1-5753.2i,
-7294.7-5282.9i,
-7566.5-4797i,
-7806.9-4297.6i,
-8015.1-3786.7i,
-8190.7-3266.3i,
-8333.3-2738.5i,
-8442.6-2205.3i,
-8518.6-1668.8i,
-8561.2-1131.1i,
-8570.5-594.15i,
-8546.9-60.067i,
-8490.6+469.18i,
-8402.2+991.63i,
-8282.3+1505.4i,
-8131.6+2008.5i,
-7951+2499.2i,
-7741.4+2975.7i,
-7503.8+3436.4i,
-7239.4+3879.6i,
-6949.4+4303.7i,
-6635.2+4707.4i,
-6298+5089.3i,
-5939.5+5448i,
-5561.1+5782.5i,
-5164.5+6091.7i,
-4751.3+6374.5i,
-4323.2+6630.1i,
-3882+6857.8i,
-3429.5+7056.9i,
-2967.5+7226.9i,
-2497.8+7367.4i,
-2022.3+7478.1i,
-1542.8+7558.9i,
-1061.3+7609.5i,
-579.49+7630.2i,
-99.342+7621i,
377.37+7582.2i,
848.83+7514.2i,
1313.3+7417.6i,
1769+7292.8i,
2214.4+7140.6i,
2647.7+6961.8i,
3067.4+6757.3i,
3472+6528i,
3860.1+6275.1i,
4230.3+5999.6i,
4581.3+5702.9i,
4911.9+5386.1i,
5221.1+5050.8i,
5507.7+4698.2i,
5770.8+4330i,
6009.7+3947.5i,
6223.6+3552.5i,
6411.7+3146.4i,
6573.7+2731i,
6709.1+2308i,
6817.5+1878.9i,
6898.8+1445.5i,
6952.7+1009.5i,
6979.4+572.58i,
6978.8+136.43i,
6951.3-297.26i,
6897-726.86i,
6816.4-1150.7i,
6710-1567.3i,
6578.4-1975i,
6422.3-2372.3i,
6242.3-2757.8i,
6039.5-3130.1i,
5814.7-3487.8i,
5569-3829.6i,
5303.4-4154.3i,
5019.1-4460.9i,
4717.3-4748.2i,
4399.3-5015.3i,
4066.5-5261.3i,
3720.2-5485.3i,
3361.8-5686.7i,
2992.9-5864.8i,
2614.9-6019.1i,
2229.3-6149.2i,
1837.6-6254.7i,
1441.5-6335.4i,
1042.4-6391.1i,
641.95-6421.8i,
241.69-6427.5i,
-156.85-6408.4i,
-552.13-6364.7i,
-942.66-6296.7i,
-1327-6204.9i,
-1703.6-6089.7i,
-2071.1-5951.8i,
-2428.3-5791.7i,
-2773.6-5610.4i,
-3106-5408.6i,
-3424.1-5187.3i,
-3726.9-4947.3i,
-4013.3-4689.8i,
-4282.3-4415.9i,
-4532.9-4126.7i,
-4764.3-3823.4i,
-4975.7-3507.3i,
-5166.5-3179.7i,
-5336-2841.9i,
-5483.7-2495.3i,
-5609.1-2141.3i,
-5712-1781.3i,
-5792-1416.8i,
-5849-1049.1i,
-5882.9-679.74i,
-5893.8-310.11i,
-5881.6+58.331i,
-5846.7+424.18i,
-5789.3+786.04i,
-5709.6+1142.5i,
-5608.3+1492.3i,
-5485.7+1834i,
-5342.6+2166.5i,
-5179.5+2488.4i,
-4997.3+2798.6i,
-4796.7+3095.9i,
-4578.7+3379.3i,
-4344.1+3647.8i,
-4094+3900.4i,
-3829.5+4136.3i,
-3551.6+4354.5i,
-3261.5+4554.4i,
-2960.4+4735.3i,
-2649.6+4896.7i,
-2330.2+5037.9i,
-2003.7+5158.6i,
-1671.2+5258.4i,
-1334.1+5337.1i,
-993.83+5394.5i,
-651.6+5430.4i,
-308.79+5444.9i,
33.268+5438i,
373.25+5409.9i,
709.84+5360.8i,
1041.8+5291i,
1367.8+5200.9i,
1686.6+5091i,
1997.1+4961.7i,
2298+4813.8i,
2588.4+4647.8i,
2867+4464.6i,
3132.9+4264.9i,
3385.1+4049.6i,
3622.8+3819.7i,
3845+3576i,
4051+3319.7i,
4240.1+3051.7i,
4411.7+2773.3i,
4565.1+2485.4i,
4699.9+2189.4i,
4815.6+1886.4i,
4911.9+1577.5i,
4988.6+1264.1i,
5045.4+947.38i,
5082.2+628.58i,
5099.1+308.96i,
5095.9-10.232i,
5072.9-327.77i,
5030.2-642.41i,
4968.2-952.96i,
4887.1-1258.2i,
4787.3-1557i,
4669.4-1848.3i,
4533.9-2130.9i,
4381.5-2403.8i,
4212.7-2665.9i,
4028.4-2916.4i,
3829.3-3154.2i,
3616.3-3378.6i,
3390.3-3588.7i,
3152.2-3783.8i,
2903.1-3963.2i,
2643.8-4126.3i,
2375.6-4272.5i,
2099.5-4401.3i,
1816.6-4512.4i,
1528.1-4605.4i,
1235-4680i,
938.56-4736i,
639.97-4773.3i,
340.37-4791.9i,
40.942-4791.7i,
-257.15-4772.9i,
-552.76-4735.6i,
-844.75-4680.1i,
-1132-4606.6i,
-1413.4-4515.5i,
-1687.9-4407.4i,
-1954.5-4282.6i,
-2212.1-4141.7i,
-2459.8-3985.4i,
-2696.7-3814.4i,
-2922-3629.4i,
-3134.7-3431.2i,
-3334.2-3220.5i,
-3519.6-2998.4i,
-3690.5-2765.7i,
-3846.1-2523.3i,
-3985.9-2272.3i,
-4109.5-2013.7i,
-4216.5-1748.5i,
-4306.4-1477.8i,
-4379.2-1202.6i,
-4434.4-924.14i,
-4472.1-643.4i,
-4492.2-361.53i,
-4494.6-79.614i,
-4479.4+201.24i,
-4446.8+479.94i,
-4396.9+755.41i,
-4330.2+1026.6i,
-4246.8+1292.5i,
-4147.2+1552i,
-4031.8+1804.2i,
-3901.3+2048.2i,
-3756+2283i,
-3596.8+2507.7i,
-3424.3+2721.6i,
-3239.1+2923.8i,
-3042.2+3113.6i,
-2834.2+3290.3i,
-2616.1+3453.3i,
-2388.8+3602i,
-2153.2+3736i,
-1910.2+3854.7i,
-1660.8+3957.7i,
-1406.1+4044.7i,
-1147+4115.5i,
-884.56+4169.9i,
-619.85+4207.7i,
-353.9+4228.8i,
-87.752+4233.2i,
177.56+4221i,
441.01+4192.4i,
701.57+4147.4i,
958.24+4086.4i,
1210+4009.6i,
1456+3917.4i,
1695.2+3810.3i,
1926.7+3688.7i,
2149.7+3553.1i,
2363.3+3404.2i,
2566.7+3242.6i,
2759.2+3069i,
2940.1+2884.1i,
3108.7+2688.7i,
3264.4+2483.5i,
3406.7+2269.5i,
3535.1+2047.5i,
3649+1818.4i,
3748.2+1583.1i,
3832.4+1342.6i,
3901.1+1097.8i,
3954.4+849.69i,
3991.9+599.3i,
4013.7+347.58i,
4019.6+95.52i,
4009.8-155.89i,
3984.4-405.67i,
3943.5-652.85i,
3887.3-896.48i,
3816.1-1135.6i,
3730.3-1369.4i,
3630.3-1596.8i,
3516.5-1817.1i,
3389.4-2029.4i,
3249.5-2232.9i,
3097.5-2426.9i,
2934-2610.6i,
2759.7-2783.4i,
2575.3-2944.6i,
2381.6-3093.7i,
2179.3-3230.1i,
1969.4-3353.3i,
1752.6-3462.9i,
1529.8-3558.6i,
1301.9-3640i,
1069.8-3706.8i,
834.48-3758.9i,
596.84-3796.1i,
357.82-3818.3i,
118.34-3825.5i,
-120.63-3817.8i,
-358.19-3795.1i,
-593.4-3757.8i,
-825.35-3705.8i,
-1053.2-3639.7i,
-1275.9-3559.5i,
-1492.8-3465.8i,
-1703-3358.9i,
-1905.8-3239.3i,
-2100.2-3107.5i,
-2285.7-2964.1i,
-2461.5-2809.6i,
-2627-2644.8i,
-2781.5-2470.4i,
-2924.6-2286.9i,
-3055.6-2095.2i,
-3174.2-1896.1i,
-3279.9-1690.4i,
-3372.3-1478.8i,
-3451.2-1262.4i,
-3516.2-1041.8i,
-3567.3-818.01i,
-3604.2-591.91i,
-3626.8-364.39i,
-3635.1-136.32i,
-3629.2+91.38i,
-3609+317.83i,
-3574.8+542.16i,
-3526.8+763.49i,
-3465.1+980.97i,
-3390+1193.8i,
-3302+1401i,
-3201.4+1602i,
-3088.6+1796i,
-2964.1+1982.1i,
-2828.5+2159.8i,
-2682.3+2328.4i,
-2526.1+2487.1i,
-2360.6+2635.5i,
-2186.5+2773i,
-2004.5+2899.1i,
-1815.3+3013.4i,
-1619.6+3115.4i,
-1418.4+3204.8i,
-1212.3+3281.3i,
-1002.2+3344.6i,
-789.01+3394.6i,
-573.47+3431.1i,
-356.46+3454i,
-138.85+3463.2i,
78.515+3458.8i,
294.79+3440.9i,
509.12+3409.5i,
720.68+3364.8i,
928.66+3307.1i,
1132.3+3236.6i,
1330.7+3153.7i,
1523.2+3058.7i,
1709+2952i,
1887.5+2834.1i,
2058+2705.5i,
2219.7+2566.8i,
2372.2+2418.4i,
2514.9+2261.1i,
2647.2+2095.4i,
2768.7+1922.1i,
2878.9+1741.9i,
2977.4+1555.4i,
3063.9+1363.5i,
3138.1+1166.9i,
3199.7+966.4i,
3248.6+762.78i,
3284.5+556.86i,
3307.5+349.45i,
3317.4+141.38i,
3314.3-66.546i,
3298.2-273.51i,
3269.3-478.71i,
3227.6-681.34i,
3173.4-880.62i,
3107-1075.8i,
3028.6-1266.1i,
2938.6-1450.8i,
2837.4-1629.2i,
2725.4-1800.6i,
2603.1-1964.4i,
2471.1-2120i,
2329.8-2266.7i,
2179.8-2404.1i,
2021.8-2531.6i,
1856.4-2648.7i,
1684.3-2755.1i,
1506.2-2850.4i,
1322.7-2934.2i,
1134.7-3006.2i,
942.91-3066.2i,
748.04-3114i,
550.88-3149.5i,
352.22-3172.5i,
152.84-3183i,
-46.48-3181i,
-244.95-3166.5i,
-441.8-3139.7i,
-636.27-3100.8i,
-827.6-3049.7i,
-1015.1-2987i,
-1197.9-2912.7i,
-1375.5-2827.3i,
-1547.1-2731.1i,
-1712-2624.5i,
-1869.7-2507.9i,
-2019.6-2382i,
-2161-2247.1i,
-2293.5-2103.9i,
-2416.6-1952.9i,
-2529.8-1794.8i,
-2632.7-1630.1i,
-2725-1459.6i,
-2806.3-1284i,
-2876.3-1103.8i,
-2934.8-920.01i,
-2981.6-733.17i,
-3016.6-544.07i,
-3039.6-353.45i,
-3050.6-162.08i,
-3049.6+29.301i,
-3036.7+219.94i,
-3011.9+409.1i,
-2975.4+596.03i,
-2927.3+780.02i,
-2867.9+960.35i,
-2797.4+1136.3i,
-2716.2+1307.3i,
-2624.5+1472.5i,
-2522.9+1631.5i,
-2411.7+1783.5i,
-2291.4+1928.1i,
-2162.5+2064.6i,
-2025.5+2192.6i,
-1880.9+2311.6i,
-1729.5+2421.1i,
-1571.7+2520.8i,
-1408.3+2610.2i,
-1239.8+2689.1i,
-1067+2757.2i,
-890.59+2814.3i,
-711.19+2860.1i,
-529.56+2894.6i,
-346.41+2917.6i,
-162.47+2929.1i,
21.549+2929i,
204.92+2917.4i,
386.92+2894.4i,
566.85+2860.1i,
744+2814.6i,
917.7+2758.3i,
1087.3+2691.3i,
1252.1+2613.9i,
1411.4+2526.4i,
1564.8+2429.4i,
1711.5+2323i,
1851.1+2207.9i,
1983+2084.4i,
2106.8+1953.1i,
2221.9+1814.6i,
2327.9+1669.3i,
2424.5+1517.9i,
2511.2+1361i,
2587.9+1199.1i,
2654.2+1033.1i,
2709.9+863.49i,
2754.7+690.97i,
2788.7+516.25i,
2811.5+340.01i,
2823.3+162.94i,
2824-14.258i,
2813.6-190.89i,
2792.2-366.26i,
2759.9-539.69i,
2716.8-710.5i,
2663.2-878.04i,
2599.3-1041.7i,
2525.5-1200.7i,
2441.9-1354.6i,
2348.9-1502.7i,
2247.1-1644.6i,
2136.7-1779.5i,
2018.2-1907.1i,
1892.2-2026.9i,
1759.1-2138.4i,
1619.5-2241.1i,
1473.9-2334.8i,
1323-2419.1i,
1167.3-2493.6i,
1007.5-2558.2i,
844.19-2612.5i,
678.03-2656.5i,
509.69-2689.9i,
339.83-2712.6i,
169.12-2724.7i,
-1.7682-2726i,
-172.16-2716.7i,
-341.39-2696.7i,
-508.81-2666.2i,
-673.75-2625.4i,
-835.57-2574.3i,
-993.67-2513.4i,
-1147.4-2442.7i,
-1296.2-2362.6i,
-1439.5-2273.6i,
-1576.8-2175.8i,
-1707.4-2069.8i,
-1831-1956i,
-1947.1-1834.8i,
-2055.2-1706.8i,
-2155-1572.5i,
-2246-1432.4i,
-2327.9-1287i,
-2400.4-1137i,
-2463.4-982.97i,
-2516.5-825.52i,
-2559.6-665.28i,
-2592.5-502.88i,
-2615.1-338.96i,
-2627.4-174.17i,
-2629.4-9.1644i,
-2621+155.41i,
-2602.4+318.92i,
-2573.6+480.72i,
-2534.8+640.17i,
-2486.1+796.67i,
-2427.8+949.6i,
-2360.1+1098.4i,
-2283.4+1242.4i,
-2197.9+1381.2i,
-2104+1514.2i,
-2002.1+1640.8i,
-1892.6+1760.7i,
-1776+1873.3i,
-1652.7+1978.2i,
-1523.3+2075.1i,
-1388.2+2163.6i,
-1248.1+2243.3i,
-1103.4+2314i,
-954.79+2375.4i,
-802.83+2427.3i,
-648.12+2469.5i,
-491.27+2501.9i,
-332.92+2524.4i,
-173.69+2536.9i,
-14.19+2539.5i,
144.94+2532i,
303.07+2514.6i,
459.6+2487.3i,
613.9+2450.4i,
765.39+2403.9i,
913.48+2348.1i,
1057.6+2283.2i,
1197.2+2209.6i,
1331.7+2127.4i,
1460.6+2037.1i,
1583.4+1939i,
1699.7+1833.5i,
1809.1+1721.1i,
1911+1602.3i,
2005.2+1477.4i,
2091.3+1347.1i,
2168.9+1211.8i,
2237.8+1072.1i,
2297.7+928.52i,
2348.5+781.68i,
